name,smiles,predicted_activity,MolWt,MolLogP,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,RingCount
(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCC2CCCC2)cc1,active,370.4970000000002,2.5482699999999996,7,3,3,99.28,3
1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1,active,270.715,4.5714000000000015,1,2,2,40.46,3
N-(4-METHYLBENZOYL)-4-BENZYLPIPERIDINE,Cc1ccc(C(=O)N2CCC(Cc3ccccc3)CC2)cc1,active,293.41,4.089920000000004,3,1,0,20.310000000000002,3
O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,active,402.48000000000013,2.7030000000000003,6,7,3,135.88,4
(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCC2CCCCC2)cc1,active,384.5240000000002,2.938370000000001,7,3,3,99.28,3
D-phenylalanyl-N-(3-methylbenzyl)-L-prolinamide,Cc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1,active,365.4770000000001,2.1722200000000003,6,3,2,75.43,3
(2S)-N-[(3E)-5-Cyclopropyl-3H-pyrazol-3-ylidene]-2-[4-(2-oxo-1-imidazolidinyl)phenyl]propanamide,C[C@H](C(=O)/N=C1\C=C(C2CC2)N=N1)c1ccc(N2CCNC2=O)cc1,active,337.38300000000004,3.004500000000001,4,3,1,86.49000000000001,4
D-phenylalanyl-N-benzyl-L-prolinamide,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1,active,351.45,1.8637999999999995,6,3,2,75.43,3
"2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE",c1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1,active,398.5100000000001,4.478900000000003,6,5,2,53.330000000000005,5
(3S)-1-CYCLOHEXYL-5-OXO-N-PHENYLPYRROLIDINE-3-CARBOXAMIDE,O=C(Nc1ccccc1)[C@H]1CC(=O)N(C2CCCCC2)C1,active,286.37500000000006,2.806300000000001,3,2,1,49.410000000000004,3
"N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,active,252.28099999999998,1.7605999999999997,3,6,1,68.0,4
N-(5-CHLORO-BENZO[B]THIOPHEN-3-YLMETHYL)-2-[6-CHLORO-OXO-3-(2-PYRIDIN-2-YL-ETHYLAMINO)-2H-PYRAZIN-1-YL]-ACETAMIDE,O=C(CN1[C@H](Cl)CN=C(NCCc2ccccn2)[C@@H]1O)NCc1csc2ccc(Cl)cc12,active,492.4320000000002,2.9956000000000005,7,7,3,89.85000000000001,4
5-CYANO-FURAN-2-CARBOXYLIC ACID [5-HYDROXYMETHYL-2-(4-METHYL-PIPERIDIN-1-YL)-PHENYL]-AMIDE,CC1CCN(c2ccc(CO)cc2NC(=O)c2ccc(C#N)o2)CC1,active,339.39500000000015,3.1321800000000017,4,5,2,89.5,3
[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile,CNc1cc(Nc2cc(C3CC3)[nH]n2)nc(Nc2ccc(CC#N)cc2)n1,active,360.4250000000001,3.672080000000001,7,7,4,114.33999999999999,4
"5R-(3,4-DICHLOROPHENYLMETHYL)-3-(2-THIOPHENESULFONYLAMINO)-4-OXO-2-THIONOTHIAZOLIDINE",O=C1[C@@H](Cc2ccc(Cl)c(Cl)c2)SC(=S)N1NS(=O)(=O)c1cccs1,active,453.4190000000001,3.719800000000002,5,6,1,66.48,3
"6-(cyclohexylsulfanyl)-1-(ethoxymethyl)-5-(1-methylethyl)pyrimidine-2,4(1H,3H)-dione",CCOCn1c(SC2CCCCC2)c(C(C)C)c(=O)[nH]c1=O,active,326.462,3.078800000000001,6,5,1,64.09,2
"4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE",CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cn(C(=O)Cc5cccs5)cc34)cc2)CC1,active,448.55200000000025,3.3129000000000017,5,7,2,86.25999999999999,5
3-cyclohexyl-D-alanyl-N-(3-chlorobenzyl)-L-prolinamide,N[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1,active,391.9430000000001,3.2449000000000012,6,3,2,75.43,3
"(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine",CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1,active,395.4060000000001,2.524300000000001,2,5,1,77.98,4
"2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-N-[(1S)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide",Cc1cc(C)cc(Nc2nccc(-c3nc(C)c(C(=O)N[C@@H](C)CO)s3)n2)c1,active,397.5040000000001,3.3795600000000015,6,7,3,100.03,3
"(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE",N[C@H](COc1cncc2nc(-c3ccncc3)ccc12)Cc1c[nH]c2ccccc12,active,395.4660000000001,4.121900000000003,6,5,2,89.71000000000001,5
(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE,C/C(=C\S(=O)(=O)N[C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1,active,461.9930000000003,1.5299000000000003,6,6,1,96.02000000000001,3
"BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE",CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1)[C@@H](C)CC,active,473.5700000000003,1.5453000000000032,11,6,2,117.34000000000002,3
Nesbuvir,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,active,446.5000000000003,3.234200000000002,7,5,2,99.85,4
"(4R)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile",CN1CCC2(CC1)NC(=O)c1c(c3ccc(Cl)c(Cl)c3n1C)[C@H]2C#N,active,377.27500000000015,3.300080000000002,0,4,1,61.06,4
"(3-ENDO)-8-METHYL-8-AZABICYCLO[3.2.1]OCT-3-YL 1H-PYRROLO[2,3-B]PYRIDINE-3-CARBOXYLATE",CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ncccc13)C2,active,285.3470000000001,2.3449,2,4,1,58.22,4
"[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA",NC(=O)NCc1cccc(-c2cccc(-c3cc4cnccc4[nH]3)c2O)c1,active,358.401,3.7708000000000013,4,3,4,104.03000000000002,4
"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE",COc1cc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc(OC)c1OC,active,430.8480000000003,4.371700000000002,7,9,2,95.99000000000001,4
"N'-(3-CHLORO-4-METHOXY-PHENYL)-N-(3,4,5-TRIMETHOXYPHENYL)-1,3,5-TRIAZINE-2,4-DIAMINE",COc1ccc(Nc2ncnc(Nc3cc(OC)c(OC)c(OC)c3)n2)cc1Cl,active,417.8530000000002,4.046600000000002,8,9,2,99.65,3
"3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide",NS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,active,419.8500000000002,2.9933000000000005,5,8,3,128.46,4
"N'-(5-chloro-1,3-benzodioxol-4-yl)-N-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine",CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,active,418.86200000000025,3.7494000000000014,5,8,2,102.44000000000001,4
"N-[3-[[4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL]AMINO]PHENYL]METHANESULFONAMIDE",CS(=O)(=O)Nc1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,active,433.87700000000024,3.7174000000000014,6,8,3,114.47000000000001,4
"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE",Clc1ccc2c(c1Nc1ccnc(Nc3cccc(N4CCOCC4)c3)n1)OCO2,active,425.8760000000003,4.182500000000004,5,8,2,80.77000000000001,5
"3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE",NC(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,active,383.79500000000013,3.4448000000000008,5,7,3,111.39000000000001,4
"THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE",Nc1nccc2ccc(CN3CC[C@H](NS(=O)(=O)c4cc5ncccc5s4)C3=O)cc12,active,453.54900000000015,2.506100000000001,5,7,2,118.28,5
2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,active,321.34000000000003,2.7683,5,6,4,113.16000000000001,3
2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)CCc2ccc(Cl)s2)C1=O,active,449.98200000000026,0.7115999999999996,7,6,1,96.02000000000001,3
5-[4-(DIMETHYLAMINO)PHENYL]-6-[(6-MORPHOLIN-4-YLPYRIDIN-3-YL)ETHYNYL]PYRIMIDIN-4-AMINE,CN(C)c1ccc(-c2c(N)ncnc2C#Cc2ccc(N3CCOCC3)nc2)cc1,active,400.4860000000002,2.4232000000000005,3,7,1,80.4,4
"N~3~-(3-PYRIDIN-3-YLBENZYL)PYRIDINE-2,3-DIAMINE",Nc1ncccc1NCc1cccc(-c2cccnc2)c1,active,276.343,3.337900000000002,4,4,2,63.83,3
Carbazole,c1ccc2c(c1)[nH]c1ccccc12,active,167.21099999999998,3.3211000000000013,0,0,1,15.79,3
"N-[2-(4-AMINO-5,8-DIFLUORO-1,2-DIHYDROQUINAZOLIN-2-YL)ETHYL]-3-FURAMIDE",NC1=N[C@H](CCNC(=O)c2ccoc2)Nc2c(F)ccc(F)c21,active,320.29900000000004,1.834799999999999,4,5,3,92.64999999999999,3
"METHYL 4-{[({[(2R,5S)-5-{[(2S)-2-(AMINOMETHYL)PYRROLIDIN-1-YL]CARBONYL}PYRROLIDIN-2-YL]METHYL}AMINO)CARBONYL]AMINO}BENZOATE",COC(=O)c1ccc(NC(=O)NC[C@H]2CC[C@@H](C(=O)N3CCC[C@H]3CN)N2)cc1,active,403.4830000000002,0.6650000000000009,6,6,4,125.78999999999999,3
1-[N-4'-NITROBENZYL-N-4'-CARBOXYBUTYLAMINO]METHYLPHOSPHONIC ACID,O=C(O)CCCCN(Cc1ccc([N+](=O)[O-])cc1)CP(=O)(O)O,active,346.27600000000007,1.7869000000000002,10,5,3,141.21,1
A-620223,CCCN1CCC(c2nc3cccc(C(N)=O)c3[nH]2)CC1,active,286.379,2.2512,4,3,2,75.01,3
"4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",N#Cc1ccc(Nc2nc(N)nc(Cc3c(Cl)ccc4[nH]ccc34)n2)cc1,active,375.82300000000004,3.7945800000000007,4,6,3,116.3,4
Reversine,c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1,active,393.4950000000002,3.6777000000000015,5,7,3,90.99000000000001,5
1-(adamantan-1-yl)-2-(1H-imidazol-1-yl)ethanone,O=C(Cn1ccnc1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,active,244.3379999999999,2.6686000000000005,3,3,0,34.89,5
"1-(5-{2-[(1-methyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea",Cn1ncc2ncnc(NCCc3cnc(NC(=O)Nc4cccc(C(F)(F)F)c4)s3)c21,active,462.46100000000007,4.137200000000002,6,8,3,109.65,4
"6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE",CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,active,267.33200000000005,3.6731000000000016,4,3,2,61.8,3
"N~2~-1H-benzimidazol-5-yl-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine",c1cc(Nc2cc(C3CC3)n[nH]2)nc(Nc2ccc3[nH]cnc3c2)n1,active,332.37100000000004,3.4406,5,6,4,107.19999999999999,5
AVE-2865,O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1cc(F)ccc1N1CCC(C(=O)O)CC1,active,455.8200000000003,4.020200000000003,4,4,3,98.74000000000001,3
"(5S)-5-(2-amino-2-oxoethyl)-4-oxo-N-[(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide",NC(=O)C[C@@H]1CCCc2sc3nc(C(=O)NCc4ccc5c(c4)NC(=O)CO5)[nH]c(=O)c3c21,active,467.50700000000023,1.5407999999999995,5,7,4,156.27,5
"(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE",C[C@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nc(C(=O)NCCN(C)C)cs4)cc3c21,active,440.5290000000002,2.0150000000000006,6,6,4,119.21999999999998,4
"(5S)-1-benzyl-3-(1,1-dioxido-1,2-benzisothiazol-3-yl)-4-hydroxy-5-(1-methylethyl)-1,5-dihydro-2H-pyrrol-2-one",CC(C)[C@H]1C(O)=C(C2=NS(=O)(=O)c3ccccc32)C(=O)N1Cc1ccccc1,active,396.46800000000013,3.057100000000002,4,4,1,87.04,4
"3-(1H-indol-3-yl)-4-(1-{2-[(2S)-1-methylpyrrolidinyl]ethyl}-1H-indol-3-yl)-1H-pyrrole-2,5-dione",CN1CCC[C@@H]1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,active,438.5310000000002,4.174100000000003,5,4,2,70.13,6
"3-(1H-indol-3-yl)-4-{1-[2-(1-methylpyrrolidin-2-yl)ethyl]-1H-indol-3-yl}-1H-pyrrole-2,5-dione",CN1CCC[C@H]1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,active,438.5310000000002,4.174100000000003,5,4,2,70.13,6
4-PHENOXY-N-(PYRIDIN-2-YLMETHYL)BENZAMIDE,O=C(NCc1ccccn1)c1ccc(Oc2ccccc2)cc1,active,304.349,3.8039000000000023,5,3,1,51.22,3
2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,active,468.9450000000003,3.8220000000000027,7,8,3,100.64,4
"1-(2-{[(6-amino-2-methylpyridin-3-yl)methyl]amino}ethyl)-6-chloro-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol",CC1N[C@@H](N)CCC1CNCCN1C(Cl)=CN=C(NCC(F)(F)c2ccccn2)C1O,active,457.9570000000001,1.0957000000000012,8,8,5,110.83000000000001,3
"(3Z,6S)-6-Chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2R)-2-piperidinyl]ethyl}imino)-2-piperazinol",OC1/C(=N/CC[C@H]2CCCCN2)NC[C@H](Cl)N1CCNCc1csc2ccc(Cl)cc12,active,484.49700000000024,3.363500000000002,8,6,4,71.92,4
5-Amino-6-cyclohexyl-4-hydroxy-2-isobutyl-hexanoic acid,CC(C)C[C@H](C[C@H](O)[C@@H](N)CC1CCCCC1)C(=O)O,active,285.4279999999999,2.782000000000001,8,3,3,83.55,1
[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,CC(C)Nc1ccc2cnn(-c3cncc(-n4ccc(CC(=O)O)c4)n3)c2c1,active,376.42000000000013,3.053600000000001,6,7,2,97.86000000000001,4
"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE",O=C(CCCCCCC(=O)C(F)(F)F)Nc1ccccc1,active,301.308,4.097100000000003,8,2,1,46.17,1
N-[(1S)-2-methyl-1-(pyridin-4-ylcarbamoyl)propyl]cyclohexanecarboxamide,CC(C)[C@H](NC(=O)C1CCCCC1)C(=O)Nc1ccncc1,active,303.40599999999995,2.741200000000001,5,3,2,71.09,2
"N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE",Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)s1,active,325.441,4.0265400000000025,4,6,1,53.940000000000005,3
"6-amino-2-[(2-morpholin-4-ylethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",Nc1nc2cc3[nH]c(NCCN4CCOCC4)nc3cc2c(=O)[nH]1,active,329.364,0.1256999999999991,4,7,4,124.94999999999999,4
CIS-4-METHYL-N-[(1S)-3-(METHYLSULFANYL)-1-(PYRIDIN-4-YLCARBAMOYL)PROPYL]CYCLOHEXANECARBOXAMIDE,CSCC[C@H](NC(=O)[C@H]1CC[C@@H](C)CC1)C(=O)Nc1ccncc1,active,349.5,3.0843000000000007,7,4,2,71.09,2
"2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE",COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)CS)CC2,active,431.5100000000002,2.7815000000000003,6,7,2,83.09,3
5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOPROPYL-HEXANOIC ACID,CC(C)[C@H](C[C@H](O)[C@@H](N)CC1CCCCC1)C(=O)O,active,271.4009999999999,2.3919,7,3,3,83.55,1
"N-[(2R,3S)-1-((2S)-2-{[(CYCLOPENTYLAMINO)CARBONYL]AMINO}-3-METHYLBUTANOYL)-2-(1-FORMYL-1-CYCLOBUTYL)PYRROLIDINYL]CYCLOPROPANECARBOXAMIDE",CC(C)[C@H](NC(=O)NC1CCCC1)C(=O)N1CC[C@H](NC(=O)C2CC2)[C@H]1C1(C=O)CCC1,active,446.5920000000002,2.1177,8,4,3,107.60999999999999,4
"(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE",O=S(=O)(NC[C@@H]1C[C@@H](OCc2ccc(Cl)cc2)CN1)c1cccc2cnccc12,active,431.9450000000001,3.1138000000000012,7,5,2,80.32000000000001,4
"5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine",Clc1c[nH]c2ncnc(N3CCc4[nH]cnc4C3)c12,active,274.71500000000003,1.8970999999999998,1,4,2,73.49000000000001,4
"N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE",N#CC1(NC(=O)[C@H](CS(=O)(=O)C[C@@H]2CCC(=O)N2)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1,active,490.47900000000004,1.2530799999999993,9,6,3,128.16,3
CCT-018159,CCc1cc(-c2[nH]nc(C)c2-c2ccc3c(c2)OCCO3)c(O)cc1O,active,352.3900000000001,3.7969200000000023,3,5,3,87.60000000000001,4
"(5Z)-5-(3-BROMOCYCLOHEXA-2,5-DIEN-1-YLIDENE)-N-(PYRIDIN-4-YLMETHYL)-1,5-DIHYDROPYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE",Brc1cccc(-c2cc(NCc3ccncc3)[n+]3[nH]ccc3n2)c1,active,381.257,3.5850000000000017,4,3,2,57.7,4
"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",COc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](CC#N)CC[C@@H]12,active,404.53200000000027,3.6634800000000025,4,5,1,102.41,4
"4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol",Oc1cc(O)c(-c2noc3ccc(NCCN4CCOCC4)cc23)cc1Cl,active,389.83900000000017,3.3035000000000014,5,7,3,90.99000000000001,4
"N,N-DIMETHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE",CN(C)Cc1ccc(-c2cccnc2)o1,active,202.257,2.403200000000001,3,3,0,29.270000000000003,2
N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,CNCc1ccc(-c2cccnc2)o1,active,188.23,2.061,3,3,1,38.06,2
"2-(4-(AMINOMETHYL)PIPERIDIN-1-YL)-N-(3_CYCLOHEXYL-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)ACETAMIDE",NCC1CCN(CC(=O)Nc2cccc3c2C(=O)c2c-3n[nH]c2C2CCCCC2)CC1,active,421.54500000000036,3.2780000000000022,5,5,3,104.11000000000001,5
3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER,CCOC(=O)C(Cc1ccc2ccc(C(N)N)cc2c1)c1ccc(OC2CCNC2)cc1,active,433.55200000000025,3.385900000000002,8,6,3,99.60000000000001,4
"5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",Nc1nc(N)c2c(OCC3CCN(Cc4cccc(Cl)c4Cl)CC3)cccc2n1,active,432.35500000000013,4.392000000000003,5,6,2,90.28999999999999,4
"1-BENZYL-4-[(5,6-DIMETHOXY-1-INDANON-2-YL)METHYL]PIPERIDINE",COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2,active,379.50000000000017,4.361100000000004,6,4,0,38.77,4
"6-AMINO-4-[2-(4-METHOXYPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE",COc1ccc(CCc2c3nc[nH]c3cc3c(=O)[nH]c(N)nc23)cc1,active,335.3670000000001,2.1754,4,5,3,109.67999999999999,4
3-CHLORO-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL,Oc1ccc(-n2nc3ccc(O)cc3c2Cl)cc1,active,260.68,3.0901000000000005,1,4,2,58.28,3
Epibatidine,Clc1ccc([C@H]2C[C@@H]3CC[C@H]2N3)cn1,active,208.69199999999998,2.3428999999999993,1,2,1,24.92,3
N-(1-benzylpiperidin-4-yl)-4-sulfanylbutanamide,O=C(CCCS)NC1CCN(Cc2ccccc2)CC1,active,292.4480000000001,2.4772000000000007,6,3,2,32.34,2
"N-[1-(2,6-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",COc1cccc(OC)c1CN1CCC(NC(=O)CCCS)CC1,active,352.50000000000017,2.4944000000000006,8,5,2,50.800000000000004,2
"N-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",COc1cc(Br)cc(CN2CCC(NC(=O)CCCS)CC2)c1OC,active,431.39600000000024,3.2569000000000017,8,5,2,50.8,2
"(3R)-3-(FLUOROMETHYL)-7-(THIOMORPHOLIN-4-YLSULFONYL)-1,2,3,4-TETRAHYDROISOQUINOLINE",O=S(=O)(c1ccc2c(c1)CN[C@@H](CF)C2)N1CCSCC1,active,330.4500000000001,1.4079000000000002,3,4,1,49.410000000000004,3
"(2R)-1-[4-({4-[(2,5-Dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",CN(C)C[C@@H](O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,active,448.3540000000001,4.571900000000003,9,7,3,82.54,3
"(2S)-1-[4-({4-[(2,5-Dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",CN(C)C[C@H](O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,active,448.3540000000001,4.571900000000003,9,7,3,82.54,3
N-({(2S)-1-[(3R)-3-AMINO-4-(2-FLUOROPHENYL)BUTANOYL]PYRROLIDIN-2-YL}METHYL)BENZAMIDE,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccc1)Cc1ccccc1F,active,383.4670000000001,2.5066000000000006,7,3,2,75.43,3
1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE,NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)CCc4ccccc4)cc32)cn1,active,445.5230000000002,3.1317000000000013,10,6,3,115.17,4
N-(2-METHOXYETHYL)-4-({4-[2-METHYL-1-(1-METHYLETHYL)-1H-IMIDAZOL-5-YL]PYRIMIDIN-2-YL}AMINO)BENZENESULFONAMIDE,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,active,430.53400000000016,2.8977200000000005,9,8,2,111.02999999999999,3
