name,smiles,predicted_activity
Boldenone undecylenate,C=CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,active
Methylprednisolone aceponate,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,active
Methylprednisolone hemisuccinate,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,active
Prednisone acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,active
Acetyl simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](OC(C)=O)CC(=O)O3)[C@H]21,active
Clocortolone caproate,CCCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,active
Flunisolide acetate,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,active
Fagrocorat,Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](O)(C(F)(F)F)CC[C@@]21Cc1ccccc1,active
Dextrorphan,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,active
Dexamethasone metasulfobenzoate,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1,active
Tenivastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,active
Brovanexine,COc1cc(C(=O)Nc2c(Br)cc(Br)cc2CN(C)C2CCCCC2)ccc1OC(C)=O,active
beta-Isosparteine,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@@H]2C1,active
Narlaprevir,CCCCC(NC(=O)C1[C@@H]2[C@H](CN1C(=O)C(NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1,active
Rivoceranib,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,active
PF-06459988,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,active
Lanraplenib,Nc1cncc(-c2cn3ccnc3c(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)n1,active
Fenebrutinib,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,active
GDC-0425,CCN1CCC(Oc2c(C#N)ncc3[nH]c4ncccc4c23)CC1,active
AZD-3759,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,active
PF-06821497,COc1cc(C)[nH]c(=O)c1CN1CCc2c(Cl)cc([C@H](OC)C3COC3)c(Cl)c2C1=O,active
PF-232798,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CCN(C(=O)C(C)C)C3)C2)c1cccc(F)c1,active
Profoxydim,CCCC(=NOCC(C)Oc1ccc(Cl)cc1)C1=C(O)CC(C2CCCSC2)CC1=O,active
Macozinone,O=c1nc(N2CCN(CC3CCCCC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,active
SB-649868,Cc1nc(C(=O)N2CCCC[C@H]2CNC(=O)c2cccc3occc23)c(-c2ccc(F)cc2)s1,active
SUVN-G3031,O=C(CN1CCOCC1)Nc1ccc(OC2CCN(C3CCC3)CC2)cc1,active
TOP-1288,C#Cc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(NS(C)(=O)=O)c4OC)c4ccccc34)n2)cc(C(=O)NCCOCCOCCOC)c1,active
TC-6987,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc(F)cc(F)c1,active
Fosifloxuridine nafalbenamide,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)C[C@@H]1O)Oc1cccc2ccccc12)C(=O)OCc1ccccc1,active
PF-06815345,CCOC(=O)O[C@@H](C)n1nnnc1-c1c(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2F)cnn1C,active
AZD-8848,CCCCOc1nc(N)c2[nH]c(=O)n(CCCN(CCCN3CCOCC3)Cc3cccc(CC(=O)OC)c3)c2n1,active
AZD-4017,CCCSc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,active
TAS-116,CCc1cc(C(N)=O)ccc1-n1nc(C(C)C)c2c(-n3cnc(-c4cnn(C)c4)c3)ccnc21,active
Lorecivivint,CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5c(-c6cccc(F)c6)cncc5[nH]4)c3c2)c1,active
IQP-0528,Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2CC2CC2)c1,active
Obicetrapib,CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(OCCCC(=O)O)cn2)C[C@H]1CC,active
Galicaftor,O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(OC(F)F)cc3O2)cc1,active
Vibegron,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,active
Pimasertib,O=C(NC[C@H](O)CO)c1ccncc1Nc1ccc(I)cc1F,active
Imetelstat,CCCCCCCCCCCCCCCC(=O)NCC(O)COP(=O)(S)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1NP(=O)(S)OCC1OC(n2cnc3c(N)ncnc32)CC1NP(=O)(S)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)CC1NP(=O)(S)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)CC1NP(=O)(S)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)CC1NP(=O)(S)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1NP(=O)(S)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1NP(=O)(S)OCC1OC(n2cnc3c(N)ncnc32)CC1NP(=O)(S)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)CC1NP(=O)(S)OCC1OC(n2cnc3c(N)ncnc32)CC1NP(=O)(S)OCC1OC(n2ccc(N)nc2=O)CC1NP(=O)(S)OCC1OC(n2cnc3c(N)ncnc32)CC1NP(=O)(S)OCC1OC(n2cnc3c(N)ncnc32)CC1N,active
Flortaucipir F-18,[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,active
Selonsertib,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,active
Ceralasertib,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,active
Satavaptan,CCOc1ccc2c(c1)[C@]1(CC[C@H](OCCN3CCOCC3)CC1)C(=O)N2S(=O)(=O)c1ccc(C(=O)NC(C)(C)C)cc1OC,active
Coleneuramide,CO[C@]1(C(=O)N[C@@H]2CC[C@@]3(C)[C@@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]43)C2)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,active
LGH-447,C[C@@H]1C[C@H](N)C[C@H](c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1,active
BMS-929075,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CC4)ccc3C)c(F)c12,active
PF-04634817,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2C[C@@H]3C[C@H]2CN3c2cc(C(F)(F)F)ncn2)(C(C)C)C1,active
Seltorexant,Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4c(F)cccc4-n4nccn4)C[C@H]3C2)n1,active
Alobresib,Cc1noc(C)c1-c1cc(C(O)(c2ccccn2)c2ccccn2)c2nc(C3CC3)[nH]c2c1,active
Pimodivir,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,active
Relacorilant,Cn1cc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)cn1,active
Padsevonil,COCc1nn2c(CN3C[C@@H](CC(F)(F)Cl)CC3=O)c(C(F)(F)F)nc2s1,active
Linrodostat,C[C@@H](C(=O)Nc1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,active
Pyrotinib,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,active
NP-G2-044,Cc1occc1C(=O)Nc1nn(Cc2ccc(C(F)(F)F)cc2)c2ccccc12,active
PF-06700841,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,active
Avacopan,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,active
Farampator,O=C(c1ccc2nonc2c1)N1CCCCC1,active
AZD-8186,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,active
Flortaucipir,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,active
PRI-724,C[C@H]1[C@H]2N(C(=O)CN(C)N2C(=O)NCc2ccccc2)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)C(=O)N1Cc1cccc2cccnc12,active
Sitravatinib,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)cc4F)c3s2)nc1,active
Litoxetine,c1ccc2cc(COC3CCNCC3)ccc2c1,active
ABT-639,O=C(c1cc(S(=O)(=O)Nc2ccccc2F)c(F)cc1Cl)N1CCN2CCC[C@@H]2C1,active
Fosgemcitabine palabenamide,CC(NP(=O)(OCC1OC(n2ccc(N)nc2=O)C(F)(F)C1O)Oc1ccccc1)C(=O)OCc1ccccc1,active
Omidenepag isopropyl,CC(C)OC(=O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1,active
Mipicoledine,COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC(=O)O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5CC[C@H]([C@H](C)CCCC(C)C)[C@@]5(C)CC[C@@H]43)C2)c1Cl,active
GS-9191,CC(C)COC(=O)[C@H](Cc1ccccc1)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)N[C@@H](Cc1ccccc1)C(=O)OCC(C)C,active
Fulacimstat,Cn1c(=O)oc2cc(-n3cc(C(=O)O)c(=O)n([C@@H]4CCc5c4cccc5C(F)(F)F)c3=O)ccc21,active
Pemigatinib,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,active
Surufatinib,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,active
Ingenol disoxate,CCc1noc(CC)c1C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,active
Onvansertib,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,active
AT-001,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2nccnc12,active
IMG-7289,CN1CCN(C(=O)[C@H](CCCN[C@@H]2C[C@H]2c2ccc(F)cc2)NC(=O)c2ccc(-n3ccnn3)cc2)CC1,active
PF-06650833,CC[C@@H]1[C@H](F)C(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12,active
TMC-649128,CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@@H](C)[C@@H]1OC(=O)C(C)C,active
Cilofexor,O=C(O)c1ccnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1,active
JNJ-42165279,O=C(Nc1cnccc1Cl)N1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1,active
GLPG-0259,CC(C)N1C[C@@H]2C[C@H]1CN2c1ccc(Nc2ncc(-c3coc(C(N)=O)c3)n3ncnc23)cc1,active
MAX-40279,COc1cc(F)ccc1-c1c(C)sc2cnc(Nc3cnn(C4CCNCC4)c3)nc12,active
BMS-955176,C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,active
NOP-1A,CNC(=O)[C@@H](Cc1ccccc1F)CN1CCC2(CC1)OCCc1cc(F)sc12,active
BMS-986104,CCCCCC[C@@H]1CCc2cc([C@H]3CC[C@](N)(CO)C3)ccc2C1,active
PF-06260414,C[C@@H]1CNS(=O)(=O)N(c2ccc3c(C#N)nccc3c2)C1,active
Lisavanbulin,N#CCCNc1nonc1-c1nc2ccccc2n1CC(=O)c1ccc(NC(=O)[C@@H](N)CCCCN)cc1,active
CNV-2197944,Cc1ncccc1C(=O)N1CCN(S(=O)(=O)c2ccc(C(F)(F)F)cc2)C[C@@H]1C,active
Telaglenastat,O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,active
2-(1-Hexyloxyethyl)-2-devinyl pyropheophorbide-a,CCCCCCOC(C)c1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)C(C)=C6CC)c(C)c5C(=O)C4)[C@@H](CCC(=O)O)[C@@H]3C,active
MK-6325,COc1ccc2nc3c(nc2c1)O[C@@H]1C[C@H]2C(=O)N[C@]4(C(=O)NS(=O)(=O)C5(C)CC5)C[C@H]4/C=C/CCCCC[C@H](NC(=O)O[C@@H]4CCC[C@H]4CCCCC3)C(=O)N2C1,active
Reldesemtiv,NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,active
Milademetan,CC1(C)CCC2(CC1)N[C@@H](C(=O)N[C@@H]1CC[C@@H](C(N)=O)OC1)[C@H](c1ccnc(Cl)c1F)[C@]21C(=O)Nc2cc(Cl)ccc21,active
USL-311,CC(C)N1CCC(N2CCCN(c3cccc(C(=O)Nc4ccncc4)n3)CC2)CC1,active
Afabicin,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3COP(=O)(O)O)oc2ccccc12,active
ALK-4290,Cc1cc(C(=O)N(C)C)cc(NC(=O)[C@H]2CCC(=O)N2C2CCN(Cc3ccc(Cl)c(C)c3)CC2)n1,active
VS-4718,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C(F)(F)F,active
Inavolisib,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,active
Fluorofuranylnorprogesterone F-18,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1C[C@H]1O[C@@H](c3ccco3)O[C@]12C(=O)C[18F],active
Etamicastat,NCCc1c[nH]c(=S)n1[C@H]1COc2c(F)cc(F)cc2C1,active
BMS-986142,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,active
SB-1578,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC/1,active
Navtemadlin,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,active
Hydroquinidine,CC[C@H]1C[N@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,active
Ridinilazole,c1cc(-c2nc3ccc(-c4ccc5nc(-c6ccncc6)[nH]c5c4)cc3[nH]2)ccn1,active
Tefinostat,O=C(CCCCCCC(=O)Nc1ccc(CN[C@H](C(=O)OC2CCCC2)c2ccccc2)cc1)NO,active
Ubrogepant,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,active
Dinalbuphine sebacate,O=C(CCCCCCCCC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314)Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,active
Tuspetinib,Cc1ccc2c(-c3nc(Nc4cc(CN5C[C@@H](C)N[C@@H](C)C5)cc(C5CC5)c4)ncc3Cl)c[nH]c2c1,active
GSK-945237,O=c1ccc2ccc(F)c3c2n1C[C@H]3CN1CCC(NCc2cc3c(nn2)OCCO3)CC1,active
Dihematoporphyrin ether,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C(C)OC(C)C1=C(C)c2cc5[nH]c(cc6nc(cc7[nH]c(cc1n2)c(C)c7CCC(=O)O)C(CCC(=O)O)=C6C)c(C)c5C(C)O)C(C)=C4C(C)O)c(C)c3CCC(=O)O,active
SLV-334,O=C(O)CN1C(=O)[C@@H](NC(=O)C2(C[C@@H](CCc3cccc4ccccc34)C(=O)O)CCCC2)CCc2ccccc21,active
MK-2748,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C1CCCC1)NC(=O)O[C@@H]1CCC[C@H]1CCCCCn1c(nc3cc(OC)ccc3c1=O)O2)C(=O)NS(=O)(=O)C1(C)CC1,active
ATB-346,COc1ccc2cc(C(C)C(=O)Oc3ccc(C(N)=S)cc3)ccc2c1,active
Simotaxel,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(=O)C3CCCC3)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)C)c4cccs4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,active
Acebilustat,O=C(O)c1ccc(CN2C[C@@H]3C[C@H]2CN3Cc2ccc(Oc3ccc(-c4ncco4)cc3)cc2)cc1,active
Telatinib,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,active
BMS-754807,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,active
GLPG-0974,C[C@]1(C(=O)N(CCCC(=O)O)Cc2cccc(Cl)c2)CCN1C(=O)c1csc2ccccc12,active
CM-4307,[2H]C([2H])([2H])NC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,active
GSK-3117391,O=C(CCc1ccc(CN[C@H](C(=O)OC2CCCC2)C2CCCCC2)cn1)NO,active
Acumapimod,Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N,active
Citarinostat,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,active
Fucoxanthin,CC(=O)O[C@H]1CC(C)(C)C(=C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C(=O)C[C@@]23O[C@]2(C)C[C@@H](O)CC3(C)C)[C@](C)(O)C1,active
Eticlopride,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,active
Colchiceine,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(NC(C)=O)CC2,active
"24-Homo-1,25-dihydroxyvitamin D3",C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,active
Adagrasib,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,active
Sotorasib,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,active
Padeliporfin,CC[C@H]1c2cc3[n-]c(c(CC(=O)OC)c4nc(cc5[n-]c(cc(n2)[C@@H]1C)c(C(C)=O)c5C)[C@@H](C)[C@@H]4CCC(=O)O)c(C(=O)NCCS(=O)(=O)O)c3C.[Pd+2],active
Echinomycin,CSC1SC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3cnc4ccccc4n3)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]1C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c1cnc3ccccc3n1)C(=O)N[C@@H](C)C(=O)N2C,active
ORG-31710,C[C@@H]1C[C@@H]2C(=C3CCC(=O)C=C31)[C@@H](c1ccc(N(C)C)cc1)C[C@@]1(C)[C@H]2CC[C@@]12CCCO2,active
beta-Apopicropodophyllin,COc1cc([C@H]2C3=C(COC3=O)Cc3cc4c(cc32)OCO4)cc(OC)c1OC,active
TMC-310911,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2nc(NC3CCN(C4CCCC4)CC3)sc2c1,active
Zilucoplan,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ncccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)N(C)C(=O)[C@@H]1CC(=O)NCCCC[C@H](NC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(C)(C)C)C1CCCCC1)C(=O)O)C(=O)O,active
Brensocatib,Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,active
CDC-801,COc1ccc(C(CC(N)=O)N2C(=O)c3ccccc3C2=O)cc1OC1CCCC1,active
Gusacitinib,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,active
Lenacapavir,CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c(NS(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O,active
Zavegepant,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,active
MK-0668,N#Cc1cccc(S(=O)(=O)N2C[C@H](NC3CCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,active
GC-373,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)CC1CCNC1=O,active
Fluocortolone caproate,CCCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,active
Pralsetinib,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,active
Piroxicam cinnamate,CN1C(C(=O)Nc2ccccn2)=C(OC(=O)/C=C/c2ccccc2)c2ccccc2S1(=O)=O,active
Pipethanate,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,active
Haletazole,CCN(CC)CCOc1ccc(-c2nc3cc(Cl)ccc3s2)cc1,active
Tripamide,NS(=O)(=O)c1cc(C(=O)NN2C[C@@H]3[C@@H]4CC[C@@H](C4)[C@@H]3C2)ccc1Cl,active
Thioctamide,NC(=O)CCCCC1CCSS1,active
Tauroselcholic acid,C[C@H](C[Se]CC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,active
Berotralstat,N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,active
Piprinhydrinate,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,active
Prednisolone caproate,CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,active
Testosterone isocaproate,CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,active
Testosterone phenylpropionate,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,active
Levophencynonate,CN1C[C@H]2CCC[C@@H](C1)C2OC(=O)[C@](O)(c1ccccc1)C1CCCC1,active
Celivarone,CCCCc1oc2ccc(C(=O)OC(C)C)cc2c1C(=O)c1ccc(CCCN(CCCC)CCCC)cc1,active
Bicyclol,COC(=O)c1cc(OC)c2c(c1-c1c(CO)cc(OC)c3c1OCO3)OCO2,active
NCX-1000,COc1cc(/C=C/C(=O)OCCCCO[N+](=O)[O-])ccc1OC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,active
